w	r	module_file	wave	priority	status	python_handler	parity_fixture	parity_status	cutover_status	owner	notes
facturador	getSucursales	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.getSucursales	tests/fixtures/parity/facturador/getSucursales	not_captured	not_cutover	unassigned	
facturador	getTerminales	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.getTerminales	tests/fixtures/parity/facturador/getTerminales	not_captured	not_cutover	unassigned	
facturador	getUnid	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.getUnid	tests/fixtures/parity/facturador/getUnid	not_captured	not_cutover	unassigned	
facturador	getUserPermissionById	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.getUserPermissionById	tests/fixtures/parity/facturador/getUserPermissionById	not_captured	not_cutover	unassigned	
facturador	getUsersCompanny	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.getUsersCompanny	tests/fixtures/parity/facturador/getUsersCompanny	not_captured	not_cutover	unassigned	
facturador	get_active_receiver	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_active_receiver	tests/fixtures/parity/facturador/get_active_receiver	not_captured	not_cutover	unassigned	
facturador	get_all_privinces	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_all_privinces	tests/fixtures/parity/facturador/get_all_privinces	not_captured	not_cutover	unassigned	
facturador	get_cantons	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_cantons	tests/fixtures/parity/facturador/get_cantons	not_captured	not_cutover	unassigned	
facturador	get_companny_information	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_companny_information	tests/fixtures/parity/facturador/get_companny_information	not_captured	not_cutover	unassigned	
facturador	get_companny_information_admin	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_companny_information_admin	tests/fixtures/parity/facturador/get_companny_information_admin	not_captured	not_cutover	unassigned	
facturador	get_district	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_district	tests/fixtures/parity/facturador/get_district	not_captured	not_cutover	unassigned	
facturador	get_inventory	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_inventory	tests/fixtures/parity/facturador/get_inventory	not_captured	not_cutover	unassigned	
facturador	get_neighborhood	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_neighborhood	tests/fixtures/parity/facturador/get_neighborhood	not_captured	not_cutover	unassigned	
facturador	get_prod_companny_credentials	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_prod_companny_credentials	tests/fixtures/parity/facturador/get_prod_companny_credentials	not_captured	not_cutover	unassigned	
facturador	get_prod_credentials	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_prod_credentials	tests/fixtures/parity/facturador/get_prod_credentials	not_captured	not_cutover	unassigned	
facturador	get_receiver_by_id	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_receiver_by_id	tests/fixtures/parity/facturador/get_receiver_by_id	not_captured	not_cutover	unassigned	
facturador	get_stag_companny_credentials	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_stag_companny_credentials	tests/fixtures/parity/facturador/get_stag_companny_credentials	not_captured	not_cutover	unassigned	
facturador	get_stag_credentials	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_stag_credentials	tests/fixtures/parity/facturador/get_stag_credentials	not_captured	not_cutover	unassigned	
facturador	get_tipo_impuesto	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_tipo_impuesto	tests/fixtures/parity/facturador/get_tipo_impuesto	not_captured	not_cutover	unassigned	
facturador	get_type_of_id	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_type_of_id	tests/fixtures/parity/facturador/get_type_of_id	not_captured	not_cutover	unassigned	
facturador	get_vouchers	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.get_vouchers	tests/fixtures/parity/facturador/get_vouchers	not_captured	not_cutover	unassigned	
facturador	info	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.info	tests/fixtures/parity/facturador/info	not_captured	not_cutover	unassigned	
facturador	inser_to_log_table	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.inser_to_log_table	tests/fixtures/parity/facturador/inser_to_log_table	not_captured	not_cutover	unassigned	
facturador	users_log_me_out	./api/contrib/facturador/module.php	W2_BUSINESS	P1	not_started	python_api.handlers.facturador.users_log_me_out	tests/fixtures/parity/facturador/users_log_me_out	not_captured	not_cutover	unassigned	
fileUploader	subir_certif	./api/contrib/fileUploader/module.php	W2_BUSINESS	P2	not_started	python_api.handlers.fileUploader.subir_certif	tests/fixtures/parity/fileUploader/subir_certif	not_captured	not_cutover	unassigned	
fileUploader	subir_xml	./api/contrib/fileUploader/module.php	W2_BUSINESS	P2	not_started	python_api.handlers.fileUploader.subir_xml	tests/fixtures/parity/fileUploader/subir_xml	not_captured	not_cutover	unassigned	
fileUploader	test	./api/contrib/fileUploader/module.php	W2_BUSINESS	P2	not_started	python_api.handlers.fileUploader.test	tests/fixtures/parity/fileUploader/test	not_captured	not_cutover	unassigned	
files	filesGetUrl	./api/modules/files/module.php	W1_CORE	P1	not_started	python_api.handlers.files.filesGetUrl	tests/fixtures/parity/files/filesGetUrl	not_captured	not_cutover	unassigned	
files	files_view_file	./api/modules/files/module.php	W1_CORE	P1	not_started	python_api.handlers.files.files_view_file	tests/fixtures/parity/files/files_view_file	not_captured	not_cutover	unassigned	
files	upload	./api/modules/files/module.php	W1_CORE	P1	not_started	python_api.handlers.files.upload	tests/fixtures/parity/files/upload	not_captured	not_cutover	unassigned	
firmarXML	firmar	./api/contrib/firmarXML/module.php	W1_CORE	P0	not_started	python_api.handlers.firmarXML.firmar	tests/fixtures/parity/firmarXML/firmar	not_captured	not_cutover	unassigned	
genXML	gen_xml_fe	./api/contrib/genXML/module.php	W1_CORE	P0	not_started	python_api.handlers.genXML.gen_xml_fe	tests/fixtures/parity/genXML/gen_xml_fe	not_captured	not_cutover	unassigned	
genXML	gen_xml_fec	./api/contrib/genXML/module.php	W1_CORE	P0	not_started	python_api.handlers.genXML.gen_xml_fec	tests/fixtures/parity/genXML/gen_xml_fec	not_captured	not_cutover	unassigned	
genXML	gen_xml_fee	./api/contrib/genXML/module.php	W1_CORE	P0	not_started	python_api.handlers.genXML.gen_xml_fee	tests/fixtures/parity/genXML/gen_xml_fee	not_captured	not_cutover	unassigned	
genXML	gen_xml_mr	./api/contrib/genXML/module.php	W1_CORE	P0	not_started	python_api.handlers.genXML.gen_xml_mr	tests/fixtures/parity/genXML/gen_xml_mr	not_captured	not_cutover	unassigned	
genXML	gen_xml_nc	./api/contrib/genXML/module.php	W1_CORE	P0	not_started	python_api.handlers.genXML.gen_xml_nc	tests/fixtures/parity/genXML/gen_xml_nc	not_captured	not_cutover	unassigned	
genXML	gen_xml_nd	./api/contrib/genXML/module.php	W1_CORE	P0	not_started	python_api.handlers.genXML.gen_xml_nd	tests/fixtures/parity/genXML/gen_xml_nd	not_captured	not_cutover	unassigned	
genXML	gen_xml_te	./api/contrib/genXML/module.php	W1_CORE	P0	not_started	python_api.handlers.genXML.gen_xml_te	tests/fixtures/parity/genXML/gen_xml_te	not_captured	not_cutover	unassigned	
genXML	test	./api/contrib/genXML/module.php	W1_CORE	P0	not_started	python_api.handlers.genXML.test	tests/fixtures/parity/genXML/test	not_captured	not_cutover	unassigned	
geoloc	geoloc_create_tables	./api/modules/geoloc/module.php	W3_SUPPORT	P2	not_started	python_api.handlers.geoloc.geoloc_create_tables	tests/fixtures/parity/geoloc/geoloc_create_tables	not_captured	not_cutover	unassigned	
geoloc	geoloc_get_by_ip	./api/modules/geoloc/module.php	W3_SUPPORT	P2	not_started	python_api.handlers.geoloc.geoloc_get_by_ip	tests/fixtures/parity/geoloc/geoloc_get_by_ip	not_captured	not_cutover	unassigned	
geoloc	geoloc_load_blocks	./api/modules/geoloc/module.php	W3_SUPPORT	P2	not_started	python_api.handlers.geoloc.geoloc_load_blocks	tests/fixtures/parity/geoloc/geoloc_load_blocks	not_captured	not_cutover	unassigned	
geoloc	geoloc_load_locations	./api/modules/geoloc/module.php	W3_SUPPORT	P2	not_started	python_api.handlers.geoloc.geoloc_load_locations	tests/fixtures/parity/geoloc/geoloc_load_locations	not_captured	not_cutover	unassigned	
makeJson	makeJson	./api/contrib/makeJson/module.php	W3_SUPPORT	P2	not_started	python_api.handlers.makeJson.makeJson	tests/fixtures/parity/makeJson/makeJson	not_captured	not_cutover	unassigned	
makeQR	makeQR	./api/contrib/makeQR/module.php	W2_BUSINESS	P2	not_started	python_api.handlers.makeQR.makeQR	tests/fixtures/parity/makeQR/makeQR	not_captured	not_cutover	unassigned	
send	json	./api/contrib/send/module.php	W1_CORE	P0	not_started	python_api.handlers.send.json	tests/fixtures/parity/send/json	not_captured	not_cutover	unassigned	
send	sendMensaje	./api/contrib/send/module.php	W1_CORE	P0	not_started	python_api.handlers.send.sendMensaje	tests/fixtures/parity/send/sendMensaje	not_captured	not_cutover	unassigned	
send	sendTE	./api/contrib/send/module.php	W1_CORE	P0	not_started	python_api.handlers.send.sendTE	tests/fixtures/parity/send/sendTE	not_captured	not_cutover	unassigned	
sendMail	sendmail	./api/contrib/sendMail/module.php	W2_BUSINESS	P2	not_started	python_api.handlers.sendMail.sendmail	tests/fixtures/parity/sendMail/sendmail	not_captured	not_cutover	unassigned	
signXML	signFE	./api/contrib/signXML/module.php	W2_BUSINESS	P2	not_started	python_api.handlers.signXML.signFE	tests/fixtures/parity/signXML/signFE	not_captured	not_cutover	unassigned	
token	gettoken	./api/contrib/token/module.php	W1_CORE	P0	in_progress	python_api.handlers.token.gettoken	tests/fixtures/parity/token/gettoken	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
token	refresh	./api/contrib/token/module.php	W1_CORE	P0	in_progress	python_api.handlers.token.refresh	tests/fixtures/parity/token/refresh	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	login_auto	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.login_auto	tests/fixtures/parity/users/login_auto	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	users_avatar_get	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.users_avatar_get	tests/fixtures/parity/users/users_avatar_get	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	users_avatar_upload	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.users_avatar_upload	tests/fixtures/parity/users/users_avatar_upload	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	users_confirm_session_vilidity	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.users_confirm_session_vilidity	tests/fixtures/parity/users/users_confirm_session_vilidity	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	users_get_list	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.users_get_list	tests/fixtures/parity/users/users_get_list	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	users_get_my_details	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.users_get_my_details	tests/fixtures/parity/users/users_get_my_details	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	users_log_me_in	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.users_log_me_in	tests/fixtures/parity/users/users_log_me_in	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	users_log_me_out	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.users_log_me_out	tests/fixtures/parity/users/users_log_me_out	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	users_personal_bg_get	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.users_personal_bg_get	tests/fixtures/parity/users/users_personal_bg_get	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	users_personal_bg_upload	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.users_personal_bg_upload	tests/fixtures/parity/users/users_personal_bg_upload	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	users_recover_pwd	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.users_recover_pwd	tests/fixtures/parity/users/users_recover_pwd	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	users_register	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.users_register	tests/fixtures/parity/users/users_register	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
users	users_update_profile	./api/modules/users/module.php	W1_CORE	P0	in_progress	python_api.handlers.users.users_update_profile	tests/fixtures/parity/users/users_update_profile	not_captured	not_cutover	unassigned	python_handler_ported_no_parity
version	version	./api/contrib/version/module.php	W3_SUPPORT	P2	not_started	python_api.handlers.version.version	tests/fixtures/parity/version/version	not_captured	not_cutover	unassigned	
wirez	conversations_get_details	./api/modules/wirez/module.php	W3_SUPPORT	P2	not_started	python_api.handlers.wirez.conversations_get_details	tests/fixtures/parity/wirez/conversations_get_details	not_captured	not_cutover	unassigned	
wirez	messages_get_in_conversation	./api/modules/wirez/module.php	W3_SUPPORT	P2	not_started	python_api.handlers.wirez.messages_get_in_conversation	tests/fixtures/parity/wirez/messages_get_in_conversation	not_captured	not_cutover	unassigned	
wirez	messages_get_recent	./api/modules/wirez/module.php	W3_SUPPORT	P2	not_started	python_api.handlers.wirez.messages_get_recent	tests/fixtures/parity/wirez/messages_get_recent	not_captured	not_cutover	unassigned	
wirez	messages_send	./api/modules/wirez/module.php	W3_SUPPORT	P2	not_started	python_api.handlers.wirez.messages_send	tests/fixtures/parity/wirez/messages_send	not_captured	not_cutover	unassigned	
